SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,sub_idx
6577319,114,13,23,0.5,1,2,2,0.5,112
6577401,115,20,24,-0.5,1,1,2,-0.5,113
6577401,115,16,24,0.5,1,2,2,-0.5,113
6577401,115,8,22,-0.5,1,1,2,0.5,113
6577401,115,19,23,0.5,1,2,2,0.5,113
6577345,116,12,24,-0.5,1,1,2,-0.5,114
6577345,116,12,24,0.5,1,2,2,-0.5,114
6577345,116,17,22,-0.5,1,1,2,0.5,114
6577345,116,9,24,0.5,1,2,2,0.5,114
6577879,117,20,24,-0.5,1,1,2,-0.5,115
6577879,117,15,24,0.5,1,2,2,-0.5,115
6577879,117,13,23,-0.5,1,1,2,0.5,115
6577879,117,14,24,0.5,1,2,2,0.5,115
6581442,118,15,24,-0.5,1,1,2,-0.5,116
6581442,118,10,24,0.5,1,2,2,-0.5,116
6581442,118,15,24,-0.5,1,1,2,0.5,116
6581442,118,14,24,0.5,1,2,2,0.5,116
6581449,119,18,24,-0.5,1,1,2,-0.5,117
6581449,119,19,24,0.5,1,2,2,-0.5,117
6581449,119,15,22,-0.5,1,1,2,0.5,117
6581449,119,15,23,0.5,1,2,2,0.5,117
6581486,120,13,24,-0.5,1,1,2,-0.5,118
6581486,120,14,24,0.5,1,2,2,-0.5,118
6581486,120,13,23,-0.5,1,1,2,0.5,118
6581486,120,14,23,0.5,1,2,2,0.5,118
6581500,121,16,24,-0.5,1,1,2,-0.5,119
6581500,121,13,24,0.5,1,2,2,-0.5,119
6581500,121,17,22,-0.5,1,1,2,0.5,119
6581500,121,9,22,0.5,1,2,2,0.5,119
6582987,122,15,24,-0.5,1,1,2,-0.5,120
6582987,122,16,24,0.5,1,2,2,-0.5,120
6582987,122,14,24,-0.5,1,1,2,0.5,120
6582987,122,14,23,0.5,1,2,2,0.5,120
6582986,123,13,23,-0.5,1,1,2,-0.5,121
6582986,123,11,24,0.5,1,2,2,-0.5,121
6582986,123,8,23,-0.5,1,1,2,0.5,121
6582986,123,7,22,0.5,1,2,2,0.5,121
6583190,124,18,24,-0.5,1,1,2,-0.5,122
6583190,124,11,24,0.5,1,2,2,-0.5,122
6583190,124,14,24,-0.5,1,1,2,0.5,122
6583190,124,12,23,0.5,1,2,2,0.5,122
6583966,125,17,24,-0.5,1,1,2,-0.5,123
6583966,125,12,24,0.5,1,2,2,-0.5,123
6583966,125,11,24,-0.5,1,1,2,0.5,123
6583966,125,12,24,0.5,1,2,2,0.5,123
6576552,126,13,22,-0.5,-1,1,1,-0.5,124
