SubID,subject,correct,total_trials,trial_type,condition,trial_type_non_rec,condition_non_rec,probe_type,sub_idx
6583074,75,0,1,-0.5,-1,1,1,0.5,68
6583074,75,1,1,0.5,-1,2,1,0.5,68
6582974,76,1,1,-0.5,-1,1,1,-0.5,69
6582974,76,1,1,0.5,-1,2,1,-0.5,69
6582974,76,1,1,-0.5,-1,1,1,0.5,69
6582974,76,1,1,0.5,-1,2,1,0.5,69
6583057,77,1,1,-0.5,-1,1,1,-0.5,70
6583057,77,1,1,0.5,-1,2,1,-0.5,70
6583057,77,0,1,-0.5,-1,1,1,0.5,70
6583057,77,0,1,0.5,-1,2,1,0.5,70
6576586,78,1,1,-0.5,1,1,2,-0.5,71
6576586,78,1,1,0.5,1,2,2,-0.5,71
6576586,78,1,1,-0.5,1,1,2,0.5,71
6576586,78,1,1,0.5,1,2,2,0.5,71
6576561,79,1,1,-0.5,1,1,2,-0.5,72
6576561,79,1,1,0.5,1,2,2,-0.5,72
6576561,79,0,1,-0.5,1,1,2,0.5,72
6576561,79,1,1,0.5,1,2,2,0.5,72
6576605,80,1,1,-0.5,1,1,2,-0.5,73
6576605,80,1,1,0.5,1,2,2,-0.5,73
6576605,80,1,1,-0.5,1,1,2,0.5,73
6576605,80,1,1,0.5,1,2,2,0.5,73
6577317,81,0,1,-0.5,1,1,2,-0.5,74
6577317,81,1,1,0.5,1,2,2,-0.5,74
6577317,81,0,1,-0.5,1,1,2,0.5,74
6577317,81,0,1,0.5,1,2,2,0.5,74
6577312,82,1,1,-0.5,1,1,2,-0.5,75
6577312,82,1,1,0.5,1,2,2,-0.5,75
6577312,82,0,1,-0.5,1,1,2,0.5,75
6577312,82,1,1,0.5,1,2,2,0.5,75
6577360,83,1,1,-0.5,1,1,2,-0.5,76
6577360,83,1,1,0.5,1,2,2,-0.5,76
6577360,83,1,1,-0.5,1,1,2,0.5,76
6577360,83,1,1,0.5,1,2,2,0.5,76
6577344,84,1,1,-0.5,1,1,2,-0.5,77
6577344,84,1,1,0.5,1,2,2,-0.5,77
6577344,84,1,1,-0.5,1,1,2,0.5,77
6577344,84,0,1,0.5,1,2,2,0.5,77
6581425,86,1,1,-0.5,1,1,2,-0.5,78
6581425,86,1,1,0.5,1,2,2,-0.5,78
6581425,86,0,1,-0.5,1,1,2,0.5,78
6581425,86,1,1,0.5,1,2,2,0.5,78
6581451,87,1,1,-0.5,1,1,2,-0.5,79
6581451,87,1,1,0.5,1,2,2,-0.5,79
6581451,87,1,1,-0.5,1,1,2,0.5,79
6581451,87,1,1,0.5,1,2,2,0.5,79
6581516,88,1,1,-0.5,1,1,2,-0.5,80
6581516,88,1,1,0.5,1,2,2,-0.5,80
6581516,88,0,1,-0.5,1,1,2,0.5,80
6581516,88,0,1,0.5,1,2,2,0.5,80
6581464,89,0,1,-0.5,1,1,2,-0.5,81
6581464,89,1,1,0.5,1,2,2,-0.5,81
6581464,89,1,1,-0.5,1,1,2,0.5,81
6581464,89,1,1,0.5,1,2,2,0.5,81
6582981,90,1,1,-0.5,1,1,2,-0.5,82
6582981,90,0,1,0.5,1,2,2,-0.5,82
6582981,90,0,1,-0.5,1,1,2,0.5,82
6582981,90,1,1,0.5,1,2,2,0.5,82
6583066,91,0,1,-0.5,1,1,2,-0.5,83
6583066,91,1,1,0.5,1,2,2,-0.5,83
6583066,91,1,1,-0.5,1,1,2,0.5,83
6583066,91,0,1,0.5,1,2,2,0.5,83
6583421,92,1,1,-0.5,1,1,2,-0.5,84
6583421,92,1,1,0.5,1,2,2,-0.5,84
6583421,92,0,1,-0.5,1,1,2,0.5,84
6583421,92,1,1,0.5,1,2,2,0.5,84
6582991,93,1,1,-0.5,1,1,2,-0.5,85
6582991,93,1,1,0.5,1,2,2,-0.5,85
6582991,93,0,1,-0.5,1,1,2,0.5,85
6582991,93,1,1,0.5,1,2,2,0.5,85
6576548,94,1,1,-0.5,-1,1,1,-0.5,86
6576548,94,0,1,0.5,-1,2,1,-0.5,86
6576548,94,1,1,-0.5,-1,1,1,0.5,86
6576548,94,0,1,0.5,-1,2,1,0.5,86
6576640,95,0,1,-0.5,-1,1,1,-0.5,87
6576640,95,1,1,0.5,-1,2,1,-0.5,87
6576640,95,0,1,-0.5,-1,1,1,0.5,87
6576640,95,1,1,0.5,-1,2,1,0.5,87
6576603,96,1,1,-0.5,-1,1,1,-0.5,88
6576603,96,1,1,0.5,-1,2,1,-0.5,88
6576603,96,1,1,-0.5,-1,1,1,0.5,88
6576603,96,1,1,0.5,-1,2,1,0.5,88
6577301,98,1,1,-0.5,-1,1,1,-0.5,89
6577301,98,0,1,0.5,-1,2,1,-0.5,89
6577301,98,1,1,-0.5,-1,1,1,0.5,89
6577301,98,0,1,0.5,-1,2,1,0.5,89
6581436,101,1,1,-0.5,-1,1,1,-0.5,90
6581436,101,0,1,0.5,-1,2,1,-0.5,90
6581436,101,1,1,-0.5,-1,1,1,0.5,90
6581436,101,0,1,0.5,-1,2,1,0.5,90
6581431,102,1,1,-0.5,-1,1,1,-0.5,91
6581431,102,0,1,0.5,-1,2,1,-0.5,91
6581431,102,1,1,-0.5,-1,1,1,0.5,91
6581431,102,1,1,0.5,-1,2,1,0.5,91
6581419,103,1,1,-0.5,-1,1,1,-0.5,92
6581419,103,0,1,0.5,-1,2,1,-0.5,92
6581419,103,1,1,-0.5,-1,1,1,0.5,92
6581419,103,1,1,0.5,-1,2,1,0.5,92
6581469,104,1,1,-0.5,-1,1,1,-0.5,93
6581469,104,1,1,0.5,-1,2,1,-0.5,93
6581469,104,1,1,-0.5,-1,1,1,0.5,93
6581469,104,1,1,0.5,-1,2,1,0.5,93
6582871,105,1,1,-0.5,-1,1,1,-0.5,94
6582871,105,0,1,0.5,-1,2,1,-0.5,94
6582871,105,1,1,-0.5,-1,1,1,0.5,94
6582871,105,0,1,0.5,-1,2,1,0.5,94
6583058,106,1,1,-0.5,-1,1,1,-0.5,95
6583058,106,0,1,0.5,-1,2,1,-0.5,95
6583058,106,1,1,-0.5,-1,1,1,0.5,95
6583058,106,0,1,0.5,-1,2,1,0.5,95
6583073,107,1,1,-0.5,-1,1,1,-0.5,96
6583073,107,1,1,0.5,-1,2,1,-0.5,96
6583073,107,1,1,-0.5,-1,1,1,0.5,96
6583073,107,0,1,0.5,-1,2,1,0.5,96
6583134,108,1,1,-0.5,-1,1,1,-0.5,97
6583134,108,0,1,0.5,-1,2,1,-0.5,97
6583134,108,1,1,-0.5,-1,1,1,0.5,97
6583134,108,0,1,0.5,-1,2,1,0.5,97
6583843,109,0,1,-0.5,-1,1,1,-0.5,98
6583843,109,1,1,0.5,-1,2,1,-0.5,98
6583843,109,0,1,-0.5,-1,1,1,0.5,98
6583843,109,1,1,0.5,-1,2,1,0.5,98
6576538,110,1,1,-0.5,1,1,2,-0.5,99
6576538,110,0,1,0.5,1,2,2,-0.5,99
6576538,110,0,1,-0.5,1,1,2,0.5,99
6576538,110,0,1,0.5,1,2,2,0.5,99
6576604,111,1,1,-0.5,1,1,2,-0.5,100
6576604,111,1,1,0.5,1,2,2,-0.5,100
6576604,111,0,1,-0.5,1,1,2,0.5,100
6576604,111,1,1,0.5,1,2,2,0.5,100
6576661,112,1,1,-0.5,1,1,2,-0.5,101
6576661,112,1,1,0.5,1,2,2,-0.5,101
6576661,112,0,1,-0.5,1,1,2,0.5,101
6576661,112,0,1,0.5,1,2,2,0.5,101
6577334,113,1,1,-0.5,1,1,2,-0.5,102
6577334,113,0,1,0.5,1,2,2,-0.5,102
6577334,113,0,1,-0.5,1,1,2,0.5,102
6577334,113,1,1,0.5,1,2,2,0.5,102
6577319,114,1,1,-0.5,1,1,2,-0.5,103
6577319,114,1,1,0.5,1,2,2,-0.5,103
6577319,114,0,1,-0.5,1,1,2,0.5,103
6577319,114,0,1,0.5,1,2,2,0.5,103
6577401,115,0,1,-0.5,1,1,2,-0.5,104
6577401,115,1,1,0.5,1,2,2,-0.5,104
6577401,115,0,1,-0.5,1,1,2,0.5,104
6577401,115,0,1,0.5,1,2,2,0.5,104
6577345,116,0,1,-0.5,1,1,2,-0.5,105
6577345,116,0,1,0.5,1,2,2,-0.5,105
6577345,116,0,1,-0.5,1,1,2,0.5,105
6577345,116,1,1,0.5,1,2,2,0.5,105
6577879,117,1,1,-0.5,1,1,2,-0.5,106
6577879,117,1,1,0.5,1,2,2,-0.5,106
6577879,117,0,1,-0.5,1,1,2,0.5,106
6577879,117,0,1,0.5,1,2,2,0.5,106
6581442,118,1,1,-0.5,1,1,2,-0.5,107
6581442,118,0,1,0.5,1,2,2,-0.5,107
6581442,118,1,1,-0.5,1,1,2,0.5,107
6581442,118,0,1,0.5,1,2,2,0.5,107
6581449,119,1,1,-0.5,1,1,2,-0.5,108
6581449,119,0,1,0.5,1,2,2,-0.5,108
6581449,119,1,1,-0.5,1,1,2,0.5,108
6581449,119,0,1,0.5,1,2,2,0.5,108
6581486,120,0,1,-0.5,1,1,2,-0.5,109
6581486,120,1,1,0.5,1,2,2,-0.5,109
6581486,120,1,1,-0.5,1,1,2,0.5,109
6581486,120,0,1,0.5,1,2,2,0.5,109
6581500,121,0,1,-0.5,1,1,2,-0.5,110
6581500,121,1,1,0.5,1,2,2,-0.5,110
6581500,121,0,1,-0.5,1,1,2,0.5,110
6581500,121,0,1,0.5,1,2,2,0.5,110
6582987,122,1,1,-0.5,1,1,2,-0.5,111
6582987,122,1,1,0.5,1,2,2,-0.5,111
6582987,122,0,1,-0.5,1,1,2,0.5,111
6582987,122,0,1,0.5,1,2,2,0.5,111
6582986,123,1,1,-0.5,1,1,2,-0.5,112
6582986,123,1,1,0.5,1,2,2,-0.5,112
6582986,123,0,1,-0.5,1,1,2,0.5,112
6582986,123,0,1,0.5,1,2,2,0.5,112
6583190,124,0,1,-0.5,1,1,2,-0.5,113
6583190,124,0,1,0.5,1,2,2,-0.5,113
6583190,124,0,1,-0.5,1,1,2,0.5,113
6583190,124,0,1,0.5,1,2,2,0.5,113
6583966,125,1,1,-0.5,1,1,2,-0.5,114
6583966,125,0,1,0.5,1,2,2,-0.5,114
6583966,125,0,1,-0.5,1,1,2,0.5,114
6583966,125,0,1,0.5,1,2,2,0.5,114
6576552,126,1,1,-0.5,-1,1,1,-0.5,115
6576552,126,0,1,0.5,-1,2,1,-0.5,115
6576552,126,0,1,-0.5,-1,1,1,0.5,115
6576552,126,1,1,0.5,-1,2,1,0.5,115
6576609,127,1,1,-0.5,-1,1,1,-0.5,116
6576609,127,0,1,0.5,-1,2,1,-0.5,116
6576609,127,1,1,-0.5,-1,1,1,0.5,116
6576609,127,1,1,0.5,-1,2,1,0.5,116
6576642,128,1,1,-0.5,-1,1,1,-0.5,117
6576642,128,1,1,0.5,-1,2,1,-0.5,117
6576642,128,1,1,-0.5,-1,1,1,0.5,117
